pid,date,time_idx
01,20260201,332
01,20260201,333
01,20260201,334
01,20260201,335
01,20260201,336
01,20260201,337
01,20260201,338
01,20260201,339
01,20260201,340
01,20260201,341
01,20260201,342
01,20260201,343
01,20260201,344
01,20260201,345
01,20260201,346
01,20260201,347
01,20260201,348
01,20260201,349
01,20260201,350
01,20260201,351
01,20260201,352
01,20260201,353
01,20260201,354
01,20260201,355
01,20260201,356
01,20260201,357
01,20260201,358
01,20260201,359
01,20260201,360
01,20260201,361
01,20260201,362
01,20260201,363
01,20260201,364
01,20260201,365
01,20260201,366
01,20260201,367
01,20260201,368
01,20260201,369
01,20260201,370
01,20260201,371
01,20260201,372
01,20260201,373
01,20260201,374
01,20260201,375
01,20260201,376
01,20260201,377
01,20260201,378
01,20260201,379
01,20260201,380
01,20260201,381
01,20260201,382
01,20260201,383
01,20260201,384
01,20260201,385
01,20260201,386
01,20260201,387
01,20260201,388
01,20260201,389
01,20260201,390
01,20260201,391
01,20260201,392
01,20260201,393
01,20260201,394
01,20260201,395
01,20260201,396
01,20260201,397
01,20260201,398
01,20260201,399
01,20260201,400
01,20260201,401
01,20260201,402
01,20260201,403
01,20260201,404
01,20260201,405
01,20260201,406
01,20260201,407
01,20260201,408
01,20260201,409
01,20260201,410
01,20260201,411
01,20260201,412
01,20260201,413
01,20260201,414
01,20260201,415
01,20260201,416
01,20260201,417
01,20260201,418
01,20260201,419
01,20260201,420
01,20260201,421
01,20260201,422
01,20260201,423
01,20260201,424
01,20260201,425
01,20260201,426
01,20260201,427
01,20260201,428
01,20260201,429
01,20260201,430
01,20260201,431
01,20260201,432
01,20260201,433
01,20260201,434
01,20260201,435
01,20260201,436
01,20260201,437
01,20260201,438
01,20260201,439
01,20260201,440
01,20260201,441
01,20260201,442
01,20260201,443
01,20260201,444
01,20260201,445
01,20260201,446
01,20260201,447
01,20260201,448
01,20260201,449
01,20260201,450
01,20260201,451
01,20260201,452
01,20260201,453
01,20260201,454
01,20260201,455
01,20260201,456
01,20260201,457
01,20260201,458
01,20260201,459
01,20260201,460
01,20260201,461
01,20260201,462
01,20260201,463
01,20260201,464
01,20260201,465
01,20260201,466
01,20260201,467
01,20260201,468
01,20260201,469
01,20260201,470
01,20260201,471
01,20260201,472
01,20260201,473
01,20260201,474
01,20260201,475
01,20260201,476
01,20260201,477
01,20260201,478
01,20260201,479
01,20260201,480
01,20260201,481
01,20260201,482
01,20260201,483
01,20260201,484
01,20260201,485
01,20260201,486
01,20260201,487
01,20260201,488
01,20260201,489
01,20260201,490
01,20260201,491
01,20260201,492
01,20260201,493
01,20260201,494
01,20260201,495
01,20260201,496
01,20260201,497
01,20260201,498
01,20260201,499
01,20260201,500
01,20260201,501
01,20260201,502
01,20260201,503
01,20260201,504
01,20260201,505
01,20260201,506
01,20260201,507
01,20260201,508
01,20260201,509
01,20260201,510
01,20260201,511
01,20260201,512
01,20260201,513
01,20260201,514
01,20260201,515
01,20260201,516
01,20260201,517
01,20260201,518
01,20260201,519
01,20260201,520
01,20260201,521
01,20260201,522
01,20260201,523
01,20260201,524
01,20260201,525
01,20260201,526
01,20260201,527
01,20260201,528
01,20260201,529
01,20260201,530
01,20260201,531
01,20260201,532
01,20260201,533
01,20260201,534
01,20260201,535
01,20260201,536
01,20260201,537
01,20260201,538
01,20260201,539
01,20260201,540
01,20260201,541
01,20260201,542
01,20260201,543
01,20260201,544
01,20260201,545
01,20260201,546
01,20260201,547
01,20260201,548
01,20260201,549
01,20260201,550
01,20260201,551
01,20260201,552
01,20260201,553
01,20260201,554
01,20260201,555
01,20260201,556
01,20260201,557
01,20260201,558
01,20260201,559
01,20260201,560
01,20260201,561
01,20260201,562
01,20260201,563
01,20260201,564
01,20260201,565
01,20260201,566
01,20260201,567
01,20260201,568
01,20260201,569
01,20260201,570
01,20260201,571
01,20260201,572
01,20260201,573
01,20260201,574
01,20260201,575
01,20260201,576
01,20260201,577
01,20260201,578
01,20260201,579
01,20260201,580
01,20260201,581
01,20260201,582
01,20260201,583
01,20260201,584
01,20260201,585
01,20260201,586
01,20260201,587
01,20260201,588
01,20260201,589
01,20260201,590
01,20260201,591
01,20260201,592
01,20260201,593
01,20260201,594
01,20260201,595
01,20260201,596
01,20260201,597
01,20260201,598
01,20260201,599
01,20260201,600
01,20260201,601
01,20260201,602
01,20260201,603
01,20260201,604
01,20260201,605
01,20260201,606
01,20260201,607
01,20260201,608
01,20260201,609
01,20260201,610
01,20260201,611
01,20260201,612
01,20260201,613
01,20260201,614
01,20260201,615
01,20260201,616
01,20260201,617
01,20260201,618
01,20260201,619
01,20260201,620
01,20260201,621
01,20260201,622
01,20260201,623
01,20260201,624
01,20260201,625
01,20260201,626
01,20260201,627
01,20260201,628
01,20260201,629
01,20260201,630
01,20260201,631
01,20260201,632
01,20260201,633
01,20260201,634
01,20260201,635
01,20260201,636
01,20260201,637
01,20260201,638
01,20260201,639
01,20260201,640
01,20260201,641
01,20260201,642
01,20260201,643
01,20260201,644
01,20260201,645
01,20260201,646
01,20260201,647
01,20260201,648
01,20260201,649
01,20260201,650
01,20260201,651
01,20260201,652
01,20260201,653
01,20260201,654
01,20260201,655
01,20260201,656
01,20260201,657
01,20260201,658
01,20260201,659
01,20260201,660
01,20260201,661
01,20260201,662
01,20260201,663
01,20260201,664
01,20260201,665
01,20260201,666
01,20260201,667
01,20260201,668
01,20260201,669
01,20260201,670
01,20260201,671
01,20260201,672
01,20260201,673
01,20260201,674
01,20260201,675
01,20260201,676
01,20260201,677
01,20260201,678
01,20260201,679
01,20260201,680
01,20260201,681
01,20260201,682
01,20260201,683
01,20260201,684
01,20260201,685
01,20260201,686
01,20260201,687
01,20260201,688
01,20260201,689
01,20260201,690
01,20260201,691
01,20260201,692
01,20260201,693
01,20260201,694
01,20260201,695
01,20260201,696
01,20260201,697
01,20260201,698
01,20260201,699
01,20260201,700
01,20260201,701
01,20260201,702
01,20260201,703
01,20260201,704
01,20260201,705
01,20260201,706
01,20260201,707
01,20260201,708
01,20260201,709
01,20260201,710
01,20260201,711
01,20260201,712
01,20260201,713
01,20260201,714
01,20260201,715
01,20260201,716
01,20260201,717
01,20260201,718
01,20260201,719
01,20260201,720
01,20260201,721
01,20260201,722
01,20260201,723
01,20260201,724
01,20260201,725
01,20260201,726
01,20260201,727
01,20260201,728
01,20260201,729
01,20260201,730
01,20260201,731
01,20260201,732
01,20260201,733
01,20260201,734
01,20260201,735
01,20260201,736
01,20260201,737
01,20260201,738
01,20260201,739
01,20260201,740
01,20260201,741
01,20260201,742
01,20260201,743
01,20260201,744
01,20260201,745
01,20260201,746
01,20260201,747
01,20260201,748
01,20260201,749
01,20260201,750
01,20260201,751
01,20260201,752
01,20260201,753
01,20260201,754
01,20260201,755
01,20260201,756
01,20260201,757
01,20260201,758
01,20260201,759
01,20260201,760
01,20260201,761
01,20260201,762
01,20260201,763
01,20260201,764
01,20260201,765
01,20260201,766
01,20260201,767
01,20260201,768
01,20260201,769
01,20260201,770
01,20260201,771
01,20260201,772
01,20260201,773
01,20260201,774
01,20260201,775
01,20260201,776
01,20260201,777
01,20260201,778
01,20260201,779
01,20260201,780
01,20260201,781
01,20260201,782
01,20260201,783
01,20260201,784
01,20260201,785
01,20260201,786
01,20260201,787
01,20260201,788
01,20260201,789
01,20260201,790
01,20260201,791
01,20260201,792
01,20260201,793
01,20260201,794
01,20260201,795
01,20260201,796
01,20260201,797
01,20260201,798
01,20260201,799
01,20260201,800
01,20260201,801
01,20260201,802
01,20260201,803
01,20260201,804
01,20260201,805
01,20260201,806
01,20260201,807
01,20260201,808
01,20260201,809
01,20260201,810
01,20260201,811
01,20260201,812
01,20260201,813
01,20260201,814
01,20260201,815
01,20260201,816
01,20260201,817
01,20260201,818
01,20260201,819
01,20260201,820
01,20260201,821
01,20260201,822
01,20260201,823
01,20260201,824
01,20260201,825
01,20260201,826
01,20260201,827
01,20260201,828
01,20260201,829
01,20260201,830
01,20260201,831
01,20260201,832
01,20260201,833
01,20260201,834
01,20260201,835
01,20260201,836
01,20260201,837
01,20260201,838
01,20260201,839
01,20260201,840
01,20260201,841
01,20260201,842
01,20260201,843
01,20260201,844
01,20260201,845
01,20260201,846
01,20260201,847
01,20260201,848
01,20260201,849
01,20260201,850
01,20260201,851
01,20260201,852
01,20260201,853
01,20260201,854
01,20260201,855
01,20260201,856
01,20260201,857
01,20260201,858
01,20260201,859
01,20260201,860
01,20260201,861
01,20260201,862
01,20260201,863
01,20260201,864
01,20260201,865
01,20260201,866
01,20260201,867
01,20260201,868
01,20260201,869
01,20260201,870
01,20260201,871
01,20260201,872
01,20260201,873
01,20260201,874
01,20260201,875
01,20260201,876
01,20260201,877
01,20260201,878
01,20260201,879
01,20260201,880
01,20260201,881
01,20260201,882
01,20260201,883
01,20260201,884
01,20260201,885
01,20260201,886
01,20260201,887
01,20260201,888
01,20260201,889
01,20260201,890
01,20260201,891
01,20260201,892
01,20260201,893
01,20260201,894
01,20260201,895
01,20260201,896
01,20260201,897
01,20260201,898
01,20260201,899
01,20260202,900
01,20260202,901
01,20260202,902
01,20260202,903
01,20260202,904
01,20260202,905
01,20260202,906
01,20260202,907
01,20260202,908
01,20260202,909
01,20260202,910
01,20260202,911
01,20260202,912
01,20260202,913
01,20260202,914
01,20260202,915
01,20260202,916
01,20260202,917
01,20260202,918
01,20260202,919
01,20260202,920
01,20260202,921
01,20260202,922
01,20260202,923
01,20260202,924
01,20260202,925
01,20260202,926
01,20260202,927
01,20260202,928
01,20260202,929
01,20260202,930
01,20260202,931
01,20260202,932
01,20260202,933
01,20260202,934
01,20260202,935
01,20260202,936
01,20260202,937
01,20260202,938
01,20260202,939
01,20260202,940
01,20260202,941
01,20260202,942
01,20260202,943
01,20260202,944
01,20260202,945
01,20260202,946
01,20260202,947
01,20260202,948
01,20260202,949
01,20260202,950
01,20260202,951
01,20260202,952
01,20260202,953
01,20260202,954
01,20260202,955
01,20260202,956
01,20260202,957
01,20260202,958
01,20260202,959
01,20260202,960
01,20260202,961
01,20260202,962
01,20260202,963
01,20260202,964
01,20260202,965
01,20260202,966
01,20260202,967
01,20260202,968
01,20260202,969
01,20260202,970
01,20260202,971
01,20260202,972
01,20260202,973
01,20260202,974
01,20260202,975
01,20260202,976
01,20260202,977
01,20260202,978
01,20260202,979
01,20260202,980
01,20260202,981
01,20260202,982
01,20260202,983
01,20260202,984
01,20260202,985
01,20260202,986
01,20260202,987
01,20260202,988
01,20260202,989
01,20260202,990
01,20260202,991
01,20260202,992
01,20260202,993
01,20260202,994
01,20260202,995
01,20260202,996
01,20260202,997
01,20260202,998
01,20260202,999
01,20260202,1000
01,20260202,1001
01,20260202,1002
01,20260202,1003
01,20260202,1004
01,20260202,1005
01,20260202,1006
01,20260202,1007
01,20260202,1008
01,20260202,1009
01,20260202,1010
01,20260202,1011
01,20260202,1012
01,20260202,1013
01,20260202,1014
01,20260202,1015
01,20260202,1016
01,20260202,1017
01,20260202,1018
01,20260202,1019
01,20260202,1020
01,20260202,1021
01,20260202,1022
01,20260202,1023
01,20260202,1024
01,20260202,1025
01,20260202,1026
01,20260202,1027
01,20260202,1028
01,20260202,1029
01,20260202,1030
01,20260202,1031
01,20260202,1032
01,20260202,1033
01,20260202,1034
01,20260202,1035
01,20260202,1036
01,20260202,1037
01,20260202,1038
01,20260202,1039
01,20260202,1040
01,20260202,1041
01,20260202,1042
01,20260202,1043
01,20260202,1044
01,20260202,1045
01,20260202,1046
01,20260202,1047
01,20260202,1048
01,20260202,1049
01,20260202,1050
01,20260202,1051
01,20260202,1052
01,20260202,1053
01,20260202,1054
01,20260202,1055
01,20260202,1056
01,20260202,1057
01,20260202,1058
01,20260202,1059
01,20260202,1060
01,20260202,1061
01,20260202,1062
01,20260202,1063
01,20260202,1064
01,20260202,1065
01,20260202,1066
01,20260202,1067
01,20260202,1068
01,20260202,1069
01,20260202,1070
01,20260202,1071
01,20260202,1072
01,20260202,1073
01,20260202,1074
01,20260202,1075
01,20260202,1076
01,20260202,1077
01,20260202,1078
01,20260202,1079
01,20260202,1080
01,20260202,1081
01,20260202,1082
01,20260202,1083
01,20260202,1084
01,20260202,1085
01,20260202,1086
01,20260202,1087
01,20260202,1088
01,20260202,1089
01,20260202,1090
01,20260202,1091
01,20260202,1092
01,20260202,1093
01,20260202,1094
01,20260202,1095
01,20260202,1096
01,20260202,1097
01,20260202,1098
01,20260202,1099
01,20260202,1100
01,20260202,1101
01,20260202,1102
01,20260202,1103
01,20260202,1104
01,20260202,1105
01,20260202,1106
01,20260202,1107
01,20260202,1108
01,20260202,1109
01,20260202,1110
01,20260202,1111
01,20260202,1112
01,20260202,1113
01,20260202,1114
01,20260202,1115
01,20260202,1116
01,20260202,1117
01,20260202,1118
01,20260202,1119
01,20260202,1120
01,20260202,1121
01,20260202,1122
01,20260202,1123
01,20260202,1124
01,20260202,1125
01,20260202,1126
01,20260202,1127
01,20260202,1128
01,20260202,1129
01,20260202,1130
01,20260202,1131
01,20260202,1132
01,20260202,1133
01,20260202,1134
01,20260202,1135
01,20260202,1136
01,20260202,1137
01,20260202,1138
01,20260202,1139
01,20260202,1140
01,20260202,1141
01,20260202,1142
01,20260202,1143
01,20260202,1144
01,20260202,1145
01,20260202,1146
01,20260202,1147
01,20260202,1148
01,20260202,1149
01,20260202,1150
01,20260202,1151
01,20260202,1152
01,20260202,1153
01,20260202,1154
01,20260202,1155
01,20260202,1156
01,20260202,1157
01,20260202,1158
01,20260202,1159
01,20260202,1160
01,20260202,1161
01,20260202,1162
01,20260202,1163
01,20260202,1164
01,20260202,1165
01,20260202,1166
01,20260202,1167
01,20260202,1168
01,20260202,1169
01,20260202,1170
01,20260202,1171
01,20260202,1172
01,20260202,1173
01,20260202,1174
01,20260202,1175
01,20260202,1176
01,20260202,1177
01,20260202,1178
01,20260202,1179
01,20260202,1180
01,20260202,1181
01,20260202,1182
01,20260202,1183
01,20260202,1184
01,20260202,1185
01,20260202,1186
01,20260202,1187
01,20260202,1188
01,20260202,1189
01,20260202,1190
01,20260202,1191
01,20260202,1192
01,20260202,1193
01,20260202,1194
01,20260202,1195
01,20260202,1196
01,20260202,1197
01,20260202,1198
01,20260202,1199
01,20260202,1200
01,20260202,1201
01,20260202,1202
01,20260202,1203
01,20260202,1204
01,20260202,1205
01,20260202,1206
01,20260202,1207
01,20260202,1208
01,20260202,1209
01,20260202,1210
01,20260202,1211
01,20260202,1212
01,20260202,1213
01,20260202,1214
01,20260202,1215
01,20260202,1216
01,20260202,1217
01,20260202,1218
01,20260202,1219
01,20260202,1220
01,20260202,1221
01,20260202,1222
01,20260202,1223
01,20260202,1224
01,20260202,1225
01,20260202,1226
01,20260202,1227
01,20260202,1228
01,20260202,1229
01,20260202,1230
01,20260202,1231
01,20260202,1232
01,20260202,1233
01,20260202,1234
01,20260202,1235
01,20260202,1236
01,20260202,1237
01,20260202,1238
01,20260202,1239
01,20260202,1240
01,20260202,1241
01,20260202,1242
01,20260202,1243
01,20260202,1244
01,20260202,1245
01,20260202,1246
01,20260202,1247
01,20260202,1248
01,20260202,1249
01,20260202,1250
01,20260202,1251
01,20260202,1252
01,20260202,1253
01,20260202,1254
01,20260202,1255
01,20260202,1256
01,20260202,1257
01,20260202,1258
01,20260202,1259
01,20260202,1260
01,20260202,1261
01,20260202,1262
01,20260202,1263
01,20260202,1264
01,20260202,1265
01,20260202,1266
01,20260202,1267
01,20260202,1268
01,20260202,1269
01,20260202,1270
01,20260202,1271
01,20260202,1272
01,20260202,1273
01,20260202,1274
01,20260202,1275
01,20260202,1276
01,20260202,1277
01,20260202,1278
01,20260202,1279
01,20260202,1280
01,20260202,1281
01,20260202,1282
01,20260202,1283
01,20260202,1284
01,20260202,1285
01,20260202,1286
01,20260202,1287
01,20260202,1288
01,20260202,1289
01,20260202,1290
01,20260202,1291
01,20260202,1292
01,20260202,1293
01,20260202,1294
01,20260202,1295
01,20260202,1296
01,20260202,1297
01,20260202,1298
01,20260202,1299
01,20260202,1300
01,20260202,1301
01,20260202,1302
01,20260202,1303
01,20260202,1304
01,20260202,1305
01,20260202,1306
01,20260202,1307
01,20260202,1308
01,20260202,1309
01,20260202,1310
01,20260202,1311
01,20260202,1312
01,20260202,1313
01,20260202,1314
01,20260202,1315
01,20260202,1316
01,20260202,1317
01,20260202,1318
01,20260202,1319
01,20260202,1320
01,20260202,1321
01,20260202,1322
01,20260202,1323
01,20260202,1324
01,20260202,1325
01,20260202,1326
01,20260202,1327
01,20260202,1328
01,20260202,1329
01,20260202,1330
01,20260202,1331
01,20260202,1332
01,20260202,1333
01,20260202,1334
01,20260202,1335
01,20260202,1336
01,20260202,1337
01,20260202,1338
01,20260202,1339
01,20260202,1340
01,20260202,1341
01,20260202,1342
01,20260202,1343
01,20260202,1344
01,20260202,1345
01,20260202,1346
01,20260202,1347
01,20260202,1348
01,20260202,1349
01,20260202,1350
01,20260202,1351
01,20260202,1352
01,20260202,1353
01,20260202,1354
01,20260202,1355
01,20260202,1356
01,20260202,1357
01,20260202,1358
01,20260202,1359
01,20260202,1360
01,20260202,1361
01,20260202,1362
01,20260202,1363
01,20260202,1364
01,20260202,1365
01,20260202,1366
01,20260202,1367
01,20260202,1368
01,20260202,1369
01,20260202,1370
01,20260202,1371
01,20260202,1372
01,20260202,1373
01,20260202,1374
01,20260202,1375
01,20260202,1376
01,20260202,1377
01,20260202,1378
01,20260202,1379
01,20260202,1380
01,20260202,1381
01,20260202,1382
01,20260202,1383
01,20260202,1384
01,20260202,1385
01,20260202,1386
01,20260202,1387
01,20260202,1388
01,20260202,1389
01,20260202,1390
01,20260202,1391
01,20260202,1392
01,20260202,1393
01,20260202,1394
01,20260202,1395
01,20260202,1396
01,20260202,1397
01,20260202,1398
01,20260202,1399
01,20260202,1400
01,20260202,1401
01,20260202,1402
01,20260202,1403
01,20260202,1404
01,20260202,1405
01,20260202,1406
01,20260202,1407
01,20260202,1408
01,20260202,1409
01,20260202,1410
01,20260202,1411
01,20260202,1412
01,20260202,1413
01,20260202,1414
01,20260202,1415
01,20260202,1416
01,20260202,1417
01,20260202,1418
01,20260202,1419
01,20260202,1420
01,20260202,1421
01,20260202,1422
01,20260202,1423
01,20260202,1424
01,20260202,1425
01,20260202,1426
01,20260202,1427
01,20260202,1428
01,20260202,1429
01,20260202,1430
01,20260202,1431
01,20260202,1432
01,20260202,1433
01,20260202,1434
01,20260202,1435
01,20260202,1436
01,20260202,1437
01,20260202,1438
01,20260202,1439
01,20260202,1440
01,20260202,1441
01,20260202,1442
01,20260202,1443
01,20260202,1444
01,20260202,1445
01,20260202,1446
01,20260202,1447
01,20260202,1448
01,20260202,1449
01,20260202,1450
01,20260202,1451
01,20260202,1452
01,20260202,1453
01,20260202,1454
01,20260202,1455
01,20260202,1456
01,20260202,1457
01,20260202,1458
01,20260202,1459
01,20260202,1460
01,20260202,1461
01,20260202,1462
01,20260202,1463
01,20260202,1464
01,20260202,1465
01,20260202,1466
01,20260202,1467
01,20260202,1468
01,20260202,1469
01,20260202,1470
01,20260202,1471
01,20260202,1472
01,20260202,1473
01,20260202,1474
01,20260202,1475
01,20260202,1476
01,20260202,1477
01,20260202,1478
01,20260202,1479
01,20260202,1480
01,20260202,1481
01,20260202,1482
01,20260202,1483
01,20260202,1484
01,20260202,1485
01,20260202,1486
01,20260202,1487
01,20260202,1488
01,20260202,1489
01,20260202,1490
01,20260202,1491
01,20260202,1492
01,20260202,1493
01,20260202,1494
01,20260202,1495
01,20260202,1496
01,20260202,1497
01,20260202,1498
01,20260202,1499
01,20260202,1500
01,20260202,1501
01,20260202,1502
01,20260202,1503
01,20260202,1504
01,20260202,1505
01,20260202,1506
01,20260202,1507
01,20260202,1508
01,20260202,1509
01,20260202,1510
01,20260202,1511
01,20260202,1512
01,20260202,1513
01,20260202,1514
01,20260202,1515
01,20260202,1516
01,20260202,1517
01,20260202,1518
01,20260202,1519
01,20260202,1520
01,20260202,1521
01,20260202,1522
01,20260202,1523
01,20260202,1524
01,20260202,1525
01,20260202,1526
01,20260202,1527
01,20260202,1528
01,20260202,1529
01,20260202,1530
01,20260202,1531
01,20260202,1532
01,20260202,1533
01,20260202,1534
01,20260202,1535
01,20260202,1536
01,20260202,1537
01,20260202,1538
01,20260202,1539
01,20260202,1540
01,20260202,1541
01,20260202,1542
01,20260202,1543
01,20260202,1544
01,20260202,1545
01,20260202,1546
01,20260202,1547
01,20260202,1548
01,20260202,1549
01,20260202,1550
01,20260202,1551
01,20260202,1552
01,20260202,1553
01,20260202,1554
01,20260202,1555
01,20260202,1556
01,20260202,1557
01,20260202,1558
01,20260202,1559
01,20260202,1560
01,20260202,1561
01,20260202,1562
01,20260202,1563
01,20260202,1564
01,20260202,1565
01,20260202,1566
01,20260202,1567
01,20260202,1568
01,20260202,1569
01,20260202,1570
01,20260202,1571
01,20260202,1572
01,20260202,1573
01,20260202,1574
01,20260202,1575
01,20260202,1576
01,20260202,1577
01,20260202,1578
01,20260202,1579
01,20260202,1580
01,20260202,1581
01,20260202,1582
01,20260202,1583
01,20260202,1584
01,20260202,1585
01,20260202,1586
01,20260202,1587
01,20260202,1588
01,20260202,1589
01,20260202,1590
01,20260202,1591
01,20260202,1592
01,20260202,1593
01,20260202,1594
01,20260202,1595
01,20260202,1596
01,20260202,1597
01,20260202,1598
01,20260202,1599
01,20260202,1600
01,20260202,1601
01,20260202,1602
01,20260202,1603
01,20260202,1604
01,20260202,1605
01,20260202,1606
01,20260202,1607
01,20260202,1608
01,20260202,1609
01,20260202,1610
01,20260202,1611
01,20260202,1612
01,20260202,1613
01,20260202,1614
01,20260202,1615
01,20260202,1616
01,20260202,1617
01,20260202,1618
01,20260202,1619
01,20260202,1620
01,20260202,1621
01,20260202,1622
01,20260202,1623
01,20260202,1624
01,20260202,1625
01,20260202,1626
01,20260202,1627
01,20260202,1628
01,20260202,1629
01,20260202,1630
01,20260202,1631
01,20260202,1632
01,20260202,1633
01,20260202,1634
01,20260202,1635
01,20260202,1636
01,20260202,1637
01,20260202,1638
01,20260202,1639
01,20260202,1640
01,20260202,1641
01,20260202,1642
01,20260202,1643
01,20260202,1644
01,20260202,1645
01,20260202,1646
01,20260202,1647
01,20260202,1648
01,20260202,1649
01,20260202,1650
01,20260202,1651
01,20260202,1652
01,20260202,1653
01,20260202,1654
01,20260202,1655
01,20260202,1656
01,20260202,1657
01,20260202,1658
01,20260202,1659
01,20260202,1660
01,20260202,1661
01,20260202,1662
01,20260202,1663
